Word,Wdnum,ValMn,ValSD,AroMn,AroSD,DomMn,DomSD,Length
frustration,1597,2.42,(1.55),6.19,(2.58),3.62,(2.32),11
fuck,2774,5.56,(2.45),6.19,(2.34),5.86,(2.19),4
fulfilled,1598,7.27,(1.80),5.10,(2.60),6.86,(1.85),9
full,2775,6.17,(1.73),4.66,(2.20),5.31,(2.02),4
fun,759,8.37,(1.11),7.22,(2.01),6.80,(1.85),3
funeral,178,1.39,(0.87),4.94,(3.21),2.97,(2.55),7
fungus,179,3.06,(1.75),4.68,(2.33),4.06,(1.94),6
funny,1599,8.56,(0.85),7.00,(1.86),6.15,(1.92),5
fur,180,4.51,(1.88),4.18,(2.44),4.32,(1.97),3
furious,1600,1.96,(1.43),7.64,(2.13),5.32,(2.93),7
furnace,1601,4.81,(1.49),4.81,(1.86),4.97,(1.12),7
furniture,1602,5.93,(1.68),4.17,(2.42),5.52,(1.45),9
fury,1603,3.10,(1.82),6.82,(2.23),4.29,(2.37),4
fuse,1604,5.45,(1.24),4.97,(2.01),5.52,(1.35),4
fussy,2776,3.35,(1.74),4.64,(2.20),4.90,(2.18),5
future,1605,6.71,(2.12),6.48,(2.23),4.89,(2.56),6
fuzzy,2777,6.56,(1.78),4.91,(2.30),5.15,(1.77),5
gadget,1606,5.97,(1.48),4.96,(1.69),5.71,(1.72),6
gaiety,1607,6.00,(1.41),4.96,(2.03),5.32,(1.63),6
gain,1608,7.17,(1.32),5.63,(1.67),6.37,(1.87),4
galaxy,1609,6.21,(1.26),5.96,(1.71),4.29,(2.49),6
gallery,1610,6.03,(2.01),4.07,(2.41),4.73,(1.87),7
gallon,1611,5.03,(1.47),4.63,(1.65),4.83,(1.39),6
game,760,6.98,(1.97),5.89,(2.37),5.70,(1.65),4
gang,1612,2.59,(1.42),6.52,(2.49),3.33,(2.45),4
gangrene,181,2.28,(1.91),5.70,(2.96),3.36,(2.34),8
gangster,2778,4.44,(1.92),5.11,(2.28),5.14,(2.30),8
garage,2779,5.12,(1.23),4.02,(1.93),5.20,(1.33),6
garbage,182,2.98,(1.96),5.04,(2.50),4.24,(2.02),7
garden,761,6.71,(1.74),4.39,(2.35),6.02,(1.71),6
garlic,1613,5.38,(2.29),4.45,(2.20),5.34,(1.74),6
garment,762,6.07,(1.61),4.49,(2.50),5.30,(1.96),7
garter,534,6.22,(1.59),5.47,(2.15),5.82,(1.62),6
gas,1614,4.43,(1.77),5.20,(1.88),4.60,(2.28),3
gate,1615,5.52,(1.15),4.52,(1.92),4.73,(2.16),4
geek,2780,5.12,(1.69),4.30,(2.09),4.93,(2.20),4
gem,1616,6.65,(1.74),5.71,(1.99),5.35,(1.72),3
gender,763,5.73,(1.55),4.38,(2.13),5.60,(1.84),6
generosity,2781,7.65,(1.50),5.72,(2.29),6.23,(2.04),10
generous,2782,7.04,(1.74),5.24,(2.29),6.24,(2.04),8
genius,1617,7.39,(1.45),6.11,(1.83),6.39,(1.99),6
gentle,183,7.31,(1.30),3.21,(2.57),5.10,(2.16),6
gentleman,2783,6.52,(1.98),5.20,(2.16),5.81,(1.84),9
genuine,2784,6.89,(1.67),5.21,(2.29),6.07,(1.96),7
germ,1618,3.35,(2.00),5.62,(2.33),4.58,(2.39),4
germs,764,2.86,(1.39),4.49,(2.24),3.79,(1.59),5
ghost,1619,4.42,(1.96),6.19,(2.23),3.55,(1.71),5
gift,184,7.77,(2.24),6.14,(2.76),5.52,(2.54),4
giggle,1620,8.06,(1.08),6.25,(2.13),6.31,(1.64),6
giggles,2785,7.67,(1.45),6.15,(2.27),5.49,(1.91),7
giraffe,1621,6.64,(1.42),5.00,(2.26),5.04,(1.40),7
girl,185,6.87,(1.64),4.29,(2.69),5.80,(2.16),4
give,1622,7.13,(1.38),5.33,(1.88),6.27,(1.82),4
glacier,186,5.50,(1.25),4.24,(2.29),4.92,(2.12),7
glad,1623,7.77,(1.22),5.70,(2.17),6.53,(1.50),4
glamorous,2786,7.21,(1.65),5.73,(2.25),5.80,(1.93),9
glamour,187,6.76,(1.60),4.68,(2.23),5.76,(2.49),7
glance,1624,5.53,(1.17),5.10,(1.79),5.07,(1.56),6
gland,1625,4.83,(1.47),4.18,(2.18),4.79,(1.20),5
glass,765,4.75,(1.38),4.27,(2.07),5.00,(1.46),5
glasses,1626,5.93,(1.48),4.36,(1.85),5.32,(1.33),7
glaze,1627,6.80,(1.24),5.10,(2.02),5.30,(1.49),5
glide,1628,6.38,(1.32),4.82,(2.51),5.89,(2.04),5
gloat,1629,4.30,(2.11),4.52,(2.33),5.41,(1.78),5
gloom,188,1.88,(1.23),3.83,(2.33),3.55,(2.07),5
gloomy,2787,3.18,(1.50),3.35,(1.68),4.77,(1.90),6
glory,189,7.55,(1.68),6.02,(2.71),6.85,(2.23),5
gloss,1630,6.00,(1.58),4.71,(1.72),4.89,(1.52),5
glow,2788,7.07,(1.64),5.28,(2.28),5.48,(1.75),4
glum,2789,2.97,(1.50),3.19,(1.80),4.14,(2.00),4
gnaw,1631,3.73,(1.80),4.40,(2.21),4.57,(1.87),4
goal,1632,7.12,(1.31),6.44,(1.96),6.52,(2.16),4
goat,1633,5.26,(1.75),4.07,(1.84),5.47,(1.80),4
god,190,8.15,(1.27),5.95,(2.84),5.88,(2.89),3
goddamn,2790,4.38,(2.31),5.44,(2.38),5.19,(2.15),7
goddess,2791,6.88,(1.90),5.31,(2.57),5.84,(2.25),7
gold,191,7.54,(1.63),5.76,(2.79),5.85,(2.46),4
golden,2792,7.09,(1.87),5.31,(2.28),5.90,(1.98),6
golf,1634,4.83,(2.63),3.90,(2.52),4.83,(2.35),4
golfer,535,5.61,(1.93),3.73,(2.26),5.55,(1.79),6
good,766,7.47,(1.45),5.43,(2.85),6.41,(2.05),4
goodness,1635,7.41,(1.60),4.87,(2.45),6.29,(1.47),8
gorgeous,2793,7.59,(1.64),6.44,(2.32),5.37,(2.20),8
gorilla,1636,5.56,(1.95),5.52,(2.42),4.15,(2.60),7
gossip,767,3.48,(2.33),5.74,(2.38),3.57,(2.26),6
gourmet,2794,7.23,(1.67),5.80,(2.22),5.50,(1.83),7
govern,1637,4.50,(1.43),4.53,(1.41),4.33,(1.73),6
government,1638,4.28,(1.89),5.25,(2.00),3.63,(2.08),10
grace,1639,7.00,(1.59),4.12,(2.12),5.62,(2.02),5
graceful,2795,6.75,(1.54),4.02,(2.12),6.10,(1.80),8
gracious,2796,6.65,(1.65),4.83,(2.16),5.67,(1.81),8
graduate,192,8.19,(1.13),7.25,(2.25),6.94,(2.44),8
graduation,2797,6.90,(2.07),6.57,(2.14),5.72,(2.57),10
grafitti,1640,4.82,(2.11),5.32,(1.83),5.11,(2.13),8
grandmother,2798,6.66,(2.08),4.43,(2.50),4.99,(2.10),11
grapes,1641,6.61,(2.25),4.67,(2.56),5.40,(2.19),6
graphic,2799,4.88,(1.74),5.21,(1.87),4.93,(1.48),7
grass,768,6.12,(1.44),4.14,(2.11),5.44,(1.36),5
grateful,193,7.37,(0.97),4.58,(2.14),6.18,(1.77),8
gratitude,2800,6.74,(1.84),5.10,(2.29),5.99,(1.83),9
grave,1642,2.18,(1.54),4.78,(2.85),2.52,(1.89),5
graveyard,2801,2.91,(1.73),4.51,(2.35),4.26,(2.15),9
gravy,1643,6.00,(1.74),4.63,(1.96),5.43,(1.48),5
gray,2802,4.68,(1.44),3.40,(1.87),5.04,(1.50),4
great,2803,7.32,(1.81),5.75,(2.43),6.33,(2.14),5
greed,769,3.51,(1.93),4.71,(2.26),4.88,(2.03),5
greedy,2804,3.58,(1.74),4.56,(1.75),5.17,(1.94),6
green,194,6.18,(2.05),4.28,(2.46),4.82,(2.05),5
greet,770,7.00,(1.52),5.27,(2.31),5.95,(2.07),5
grenade,771,3.60,(1.88),5.70,(2.52),4.29,(2.50),7
greyhound,1644,5.42,(1.78),4.39,(1.65),4.81,(1.87),9
grief,195,1.69,(1.04),4.78,(2.84),3.50,(2.35),5
grieve,1645,2.27,(1.36),5.60,(2.39),2.90,(1.93),6
grime,772,3.37,(1.34),3.98,(2.29),4.47,(1.28),5
grin,773,7.40,(1.87),5.27,(2.64),6.00,(1.86),4
grind,1646,5.08,(1.92),5.27,(2.27),5.12,(1.56),5
gripe,774,3.14,(1.56),5.00,(2.19),4.67,(1.79),5
grizzly,2805,4.53,(1.81),5.41,(2.09),4.51,(2.01),7
groceries,1647,5.90,(1.75),3.77,(2.25),6.23,(2.16),9
groom,1648,6.53,(1.80),5.23,(2.34),5.90,(1.95),5
gross,1649,3.57,(1.93),4.82,(2.34),4.36,(1.89),5
ground,1650,5.36,(0.95),4.14,(1.78),5.14,(1.65),6
grove,1651,5.60,(1.28),4.47,(1.48),5.23,(0.97),5
grovel,1652,3.50,(1.77),4.46,(2.35),4.00,(2.51),6
growl,1653,4.11,(2.06),5.93,(1.90),5.52,(2.74),5
grudge,2806,2.79,(1.42),5.25,(2.31),5.65,(2.33),6
gruesome,2807,4.07,(2.25),4.95,(2.20),4.98,(2.26),8
guaranteed,1654,7.14,(1.94),4.93,(2.64),6.39,(2.11),10
guess,2808,4.93,(1.32),4.67,(2.15),4.55,(2.04),5
guillotine,196,2.48,(2.11),6.56,(2.54),4.64,(2.63),10
guilt,1655,2.14,(1.33),5.36,(2.95),2.96,(1.83),5
guilty,197,2.63,(1.98),6.04,(2.76),3.09,(2.22),6
guitar,1656,6.86,(1.66),5.82,(2.52),5.29,(1.80),6
gulf,1657,5.90,(1.76),4.93,(1.73),5.48,(1.60),4
gullible,2809,4.12,(1.92),4.19,(1.89),4.15,(2.23),8
gun,593,3.47,(2.48),7.02,(1.84),3.53,(2.72),3
gunfire,2810,2.74,(1.72),6.42,(2.57),3.95,(2.56),7
gunpoint,2811,1.87,(1.47),6.59,(2.91),3.37,(2.90),8
guns,2812,4.17,(2.03),5.26,(2.24),5.25,(2.33),4
gunshot,2813,2.61,(2.06),6.85,(2.46),3.76,(2.66),7
guzzle,1658,4.77,(1.72),5.23,(1.92),4.77,(1.57),6
gym,1659,6.21,(1.87),6.14,(1.96),5.89,(1.95),3
gymnast,515,6.35,(1.79),5.02,(2.20),5.31,(1.79),7
habit,775,4.11,(1.77),3.95,(2.11),4.30,(1.79),5
hair,1660,5.56,(1.95),4.48,(2.36),5.41,(2.06),4
hairdryer,561,4.84,(0.84),3.71,(1.75),5.57,(1.27),9
hairpin,776,5.26,(1.45),3.27,(2.41),5.05,(1.32),7
hallway,2814,4.73,(1.10),3.52,(1.97),5.33,(1.81),7
ham,1661,5.31,(1.93),4.07,(1.94),4.96,(1.32),3
hamburger,777,6.27,(1.50),4.55,(2.14),5.32,(1.21),9
hammer,198,4.88,(1.16),4.58,(2.02),4.75,(1.88),6
hand,778,5.95,(1.38),4.40,(2.07),5.35,(1.49),4
handicap,779,3.29,(1.69),3.81,(2.27),4.00,(2.24),8
handicapped,1662,3.23,(1.56),4.55,(1.89),3.40,(1.85),11
hands,1663,5.93,(1.51),5.21,(1.87),5.74,(1.26),5
handsome,199,7.93,(1.47),5.95,(2.73),5.19,(2.22),8
handwriting,2815,5.61,(1.55),4.02,(2.25),5.78,(1.78),11
hang,1664,4.33,(2.01),5.40,(2.42),4.33,(1.79),4
haphazard,780,4.02,(1.41),4.07,(2.18),4.29,(1.67),9
happiness,1665,7.96,(1.40),6.56,(2.21),6.70,(1.64),9
happy,200,8.21,(1.82),6.49,(2.77),6.63,(2.43),5
harass,1666,2.48,(1.18),5.64,(2.28),3.93,(2.62),6
harassment,1667,2.41,(1.62),5.75,(2.55),3.16,(2.08),10
hard,781,5.22,(1.82),5.12,(2.19),5.59,(1.63),4
hardship,782,2.45,(1.61),4.76,(2.55),4.22,(2.40),8
harmony,2816,6.54,(2.00),3.98,(2.52),5.64,(2.09),7
harp,1668,6.37,(1.61),4.41,(2.50),4.86,(1.71),4
harsh,1669,2.93,(1.64),5.60,(1.85),4.83,(2.28),5
harvest,1670,5.74,(1.55),4.37,(1.79),5.76,(1.50),7
haste,1671,4.15,(1.70),5.04,(2.49),4.19,(1.86),5
hasten,1672,4.90,(0.99),4.90,(1.95),4.67,(1.52),6
hat,783,5.46,(1.36),4.10,(2.00),5.39,(1.43),3
hate,201,2.12,(1.72),6.95,(2.56),5.05,(2.95),4
hatred,202,1.98,(1.92),6.66,(2.56),4.30,(2.76),6
haunt,1673,3.48,(1.96),6.60,(1.94),3.72,(1.90),5
haven,1674,6.97,(1.92),4.00,(2.38),5.37,(2.09),5
hawk,536,5.88,(1.62),4.39,(2.29),5.50,(1.69),4
hay,784,5.24,(1.24),3.95,(2.58),5.37,(1.64),3
hazard,2817,3.06,(1.55),5.47,(2.25),4.79,(2.07),6
head,1675,6.63,(1.43),5.70,(2.20),6.03,(1.56),4
headache,203,2.02,(1.06),5.07,(2.74),3.60,(1.98),8
headlight,785,5.24,(1.51),3.81,(2.22),4.88,(1.47),9
heal,786,7.09,(1.46),4.77,(2.23),5.79,(1.80),4
health,204,6.81,(1.88),5.13,(2.35),5.83,(1.91),6
healthy,2818,7.82,(1.55),5.67,(2.79),6.47,(2.54),7
heart,787,7.39,(1.53),6.34,(2.25),5.49,(2.11),5
heartbreak,2819,1.93,(1.49),5.80,(2.85),3.11,(2.41),10
heartless,2820,2.66,(1.75),4.71,(2.51),4.74,(2.40),9
heat,1676,4.30,(1.95),5.70,(2.02),4.17,(1.86),4
heaven,205,7.30,(2.39),5.61,(3.20),6.15,(2.56),6
heavenly,2821,7.45,(1.62),5.61,(2.53),5.43,(1.93),8
heavy,1677,3.69,(1.38),4.58,(1.93),4.10,(1.62),5
hectic,2822,3.64,(1.88),6.07,(2.59),4.43,(2.50),6
heir,1678,6.57,(1.55),5.22,(1.95),5.78,(1.95),4
helicopter,2823,5.71,(1.51),5.20,(2.05),5.06,(1.70),10
helium,1679,5.29,(2.17),4.71,(2.55),4.85,(1.96),6
hell,788,2.24,(1.62),5.38,(2.62),3.24,(2.36),4
help,2824,5.29,(2.13),4.90,(2.10),5.30,(2.13),4
helpful,2825,6.58,(1.78),4.51,(2.28),5.98,(2.03),7
helpless,206,2.20,(1.42),5.34,(2.52),2.27,(1.83),8
hen,1680,5.10,(0.98),3.79,(1.90),5.10,(1.63),3
herbal,1681,5.92,(1.29),3.63,(1.97),5.29,(1.00),6
herd,1682,5.00,(1.29),4.50,(1.80),4.73,(1.74),4
hero,1683,7.59,(1.72),6.41,(1.80),5.90,(1.95),4
heroin,789,4.36,(2.73),5.11,(2.72),4.80,(2.54),6
herring,1684,5.43,(1.25),4.37,(1.71),5.20,(1.16),7
hesitate,2826,3.93,(1.38),4.73,(1.95),4.19,(1.96),8
hide,207,4.32,(1.91),5.28,(2.51),3.40,(2.12),4
high,1685,6.63,(1.98),5.56,(2.09),5.38,(1.84),4
highway,562,5.92,(1.72),5.16,(2.44),5.66,(1.81),7
hiker,1686,5.79,(1.74),5.00,(2.16),4.68,(2.29),5
hilarious,2827,8.06,(1.42),6.82,(2.27),5.82,(1.86),9
hill,1687,5.32,(1.41),3.75,(2.11),5.00,(1.64),4
hinder,790,3.81,(1.42),4.12,(2.01),4.21,(1.54),6
hippotamus,1688,6.41,(1.62),4.36,(2.15),4.93,(1.56),10
hire,1689,5.77,(1.67),5.63,(2.04),4.80,(1.79),4
history,208,5.24,(2.01),3.93,(2.29),4.83,(2.08),7
hit,594,4.33,(2.35),5.73,(2.09),4.88,(2.01),3
hitch,1690,5.03,(1.21),4.25,(2.17),5.00,(1.15),5
hive,1691,3.18,(1.52),5.82,(2.02),4.21,(1.95),4
hobby,1692,7.24,(1.48),5.36,(2.59),7.24,(1.83),5
hockey,1693,5.39,(1.45),5.00,(2.21),5.18,(1.49),6
holiday,791,7.55,(2.14),6.59,(2.73),6.30,(2.17),7
holy,1694,6.36,(1.93),5.36,(2.15),4.68,(2.25),4
home,209,7.91,(1.63),4.21,(2.94),5.90,(2.30),4
homeless,1695,2.06,(1.13),4.59,(2.28),3.31,(1.99),8
homicide,2828,2.34,(1.72),5.66,(2.57),4.67,(2.81),8
honest,210,7.70,(1.43),5.32,(1.92),6.24,(2.13),6
honesty,1696,7.88,(1.24),5.25,(2.45),6.88,(1.50),7
honey,792,6.73,(1.70),4.51,(2.25),5.44,(1.47),5
honeymoon,2829,7.09,(1.85),6.12,(2.51),5.77,(2.07),9
honor,211,7.66,(1.24),5.90,(1.83),6.70,(2.04),5
hooker,793,3.34,(2.31),4.93,(2.82),4.73,(2.48),6
hope,794,7.05,(1.96),5.44,(2.47),5.52,(2.20),4
hopeful,212,7.10,(1.46),5.78,(2.09),5.41,(1.92),7
hopeless,2830,2.27,(1.78),4.28,(2.64),2.96,(2.40),8
horrible,1697,2.28,(1.98),5.75,(2.41),3.04,(1.95),8
horror,213,2.76,(2.25),7.21,(2.14),4.63,(2.70),6
horse,214,5.89,(1.55),3.89,(2.17),4.67,(1.60),5
hose,1698,5.25,(1.60),4.82,(2.09),5.36,(2.02),4
hospital,215,5.04,(2.45),5.98,(2.54),4.69,(2.16),8
hostage,216,2.20,(1.80),6.76,(2.63),2.83,(2.32),7
hostile,217,2.73,(1.50),6.44,(2.28),4.85,(2.58),7
hostility,2831,3.19,(1.77),5.04,(2.13),5.29,(2.09),9
hot,2832,5.41,(2.37),5.31,(2.40),5.31,(2.21),3
hotel,795,6.00,(1.77),4.80,(2.53),5.12,(1.84),5
hour,1699,5.10,(1.23),4.21,(1.77),4.25,(1.71),4
house,563,7.26,(1.72),4.56,(2.41),6.08,(2.12),5
howl,1700,4.90,(1.88),5.27,(2.48),4.43,(1.87),4
hub,1701,5.52,(1.58),4.00,(2.11),5.07,(1.71),3
hug,218,8.00,(1.55),5.35,(2.76),5.79,(2.41),3
huge,1702,5.39,(1.97),5.75,(2.14),5.68,(2.50),4
humane,796,6.89,(1.70),4.50,(1.91),5.70,(1.91),6
humble,219,5.86,(1.42),3.74,(2.33),4.76,(2.25),6
humiliate,797,2.24,(1.34),6.14,(2.42),2.60,(1.94),9
humiliation,1703,1.90,(1.27),6.97,(1.97),2.20,(1.42),11
humor,220,8.56,(0.81),5.50,(2.91),6.08,(2.14),5
humorous,2833,7.02,(1.84),5.83,(2.26),5.92,(1.88),8
hunger,1704,2.76,(1.38),5.36,(2.31),3.93,(1.65),6
hungry,221,3.58,(2.01),5.13,(2.44),4.68,(2.05),6
hunter,1705,4.90,(2.40),5.86,(2.40),5.70,(2.48),6
hurl,1706,3.12,(1.72),5.40,(1.76),4.36,(2.14),4
hurricane,798,3.34,(2.12),6.83,(2.06),3.07,(2.18),9
hurt,222,1.90,(1.26),5.85,(2.49),3.33,(2.22),4
husband,2834,6.44,(2.36),5.49,(2.62),5.97,(2.08),7
hut,2835,5.06,(1.47),3.57,(2.06),5.16,(1.82),3
hydrant,564,5.02,(0.93),3.71,(1.75),5.53,(1.30),7
hymn,1707,6.13,(2.08),4.33,(2.73),5.30,(1.82),4
hysteria,2836,3.67,(1.89),5.69,(2.41),4.11,(2.11),8
hysterical,1708,5.29,(3.31),7.36,(2.04),4.18,(2.39),10
ice,1709,5.92,(1.55),4.67,(2.28),5.04,(1.40),3
icebox,799,4.95,(1.00),4.17,(2.11),5.05,(1.05),6
idea,800,7.00,(1.34),5.86,(1.81),6.26,(2.00),4
identity,801,6.57,(1.99),4.95,(2.24),6.40,(1.89),8
idiot,223,3.16,(1.91),4.21,(2.47),3.18,(2.13),5
idol,802,6.12,(1.86),4.95,(2.14),5.37,(2.17),4
ignite,1710,6.16,(2.03),6.27,(1.87),5.87,(1.76),6
ignorance,803,3.07,(2.25),4.39,(2.49),4.41,(2.38),9
ignore,1711,3.15,(1.96),4.67,(2.37),3.56,(2.45),6
illness,804,2.48,(1.40),4.71,(2.24),3.21,(1.85),7
imagination,2837,6.98,(1.69),5.83,(2.34),5.84,(1.93),11
imaginative,2838,6.96,(1.69),5.89,(2.25),5.92,(1.93),11
imagine,805,7.32,(1.52),5.98,(2.14),7.07,(1.99),7
immature,806,3.39,(1.70),4.15,(1.96),4.85,(2.20),8
immense,2839,5.45,(1.51),4.96,(2.03),5.35,(1.78),7
immoral,807,3.50,(2.16),4.98,(2.48),4.66,(2.33),7
impair,808,3.18,(1.86),4.04,(2.14),4.09,(2.18),6
impart,1712,4.97,(1.12),3.86,(2.03),5.45,(1.59),6
impatient,1713,3.63,(1.90),5.57,(2.47),4.23,(2.25),9
impede,1714,4.19,(1.74),4.90,(1.99),3.90,(1.63),6
important,2840,6.31,(1.91),5.49,(2.10),6.38,(2.01),9
impose,1715,3.66,(1.59),5.28,(1.79),4.45,(2.06),6
impossible,2841,3.79,(1.90),5.21,(2.25),4.50,(2.55),10
impotent,224,2.81,(1.92),4.57,(2.59),3.43,(2.43),8
impressed,225,7.33,(1.84),5.42,(2.65),5.51,(2.21),9
impressive,2842,7.45,(1.35),5.97,(2.05),5.95,(2.08),10
improve,226,7.65,(1.16),5.69,(2.15),6.08,(2.25),7
inadequate,2843,2.85,(1.75),4.58,(2.16),4.13,(2.45),10
incentive,809,7.00,(1.72),5.69,(2.45),5.93,(2.02),9
incite,2844,5.08,(1.95),5.23,(2.09),5.59,(1.67),6
income,2845,6.54,(1.80),5.29,(2.14),6.12,(1.89),6
incompetent,2846,3.10,(1.78),4.59,(2.25),4.35,(2.25),11
incorrect,2847,3.54,(1.50),4.56,(2.05),4.43,(2.14),9
incubator,1716,4.17,(1.98),4.86,(1.94),4.17,(1.93),9
indict,1717,4.29,(1.56),4.93,(2.21),4.36,(2.09),6
indifferent,810,4.61,(1.28),3.18,(1.85),4.84,(1.67),11
industry,227,5.30,(1.61),4.47,(2.43),4.91,(2.04),8
infant,811,6.95,(2.08),5.05,(2.66),5.67,(2.48),6
infatuated,1718,5.77,(1.77),6.27,(2.09),4.77,(1.90),10
infatuation,516,6.73,(2.08),7.02,(1.87),4.90,(2.28),11
infect,1719,2.42,(1.17),5.38,(2.25),3.42,(1.96),6
infection,228,1.66,(1.34),5.03,(2.77),3.61,(2.64),9
inferior,812,3.07,(1.57),3.83,(2.05),2.78,(2.08),8
inferiority,2848,2.47,(1.64),4.40,(2.54),3.18,(2.47),11
infest,1720,2.85,(1.41),5.19,(1.90),3.62,(1.65),6
infinite,2849,6.14,(1.87),5.21,(2.32),4.31,(2.19),8
inform,1721,5.92,(0.95),4.57,(2.11),5.26,(1.66),6
ingest,1722,5.00,(1.64),5.27,(1.74),5.03,(1.85),6
inhabitant,813,5.05,(1.34),3.95,(1.97),5.37,(1.43),10
inhale,2850,5.80,(1.50),4.30,(2.20),5.81,(1.76),6
inhumane,2851,2.27,(1.59),5.23,(2.64),4.75,(2.49),8
inject,1723,3.34,(1.74),5.54,(2.43),3.89,(2.10),6
injection,1724,3.03,(1.59),6.55,(1.80),3.48,(1.81),9
injure,1725,2.55,(1.89),5.53,(2.27),3.86,(2.33),6
injury,595,2.49,(1.76),5.69,(2.06),3.57,(1.62),6
ink,229,5.05,(0.81),3.84,(1.88),4.61,(2.13),3
innocence,1726,6.54,(1.95),4.79,(2.42),5.75,(2.29),9
innocent,814,6.51,(1.34),4.21,(1.99),5.28,(2.08),8
insane,815,2.85,(1.94),5.83,(2.45),4.12,(2.23),6
insect,816,4.07,(2.16),4.07,(2.46),4.56,(2.47),6
insecure,230,2.36,(1.33),5.56,(2.34),2.33,(1.95),8
insist,1727,4.64,(1.95),5.18,(2.20),4.93,(2.02),6
insolent,231,4.35,(1.76),5.38,(2.37),4.50,(2.06),8
inspiration,2852,7.48,(1.71),6.22,(2.40),5.87,(2.21),11
inspirational,2853,7.57,(1.36),6.18,(2.31),6.30,(2.03),13
inspire,232,6.97,(1.91),5.00,(2.53),6.34,(2.11),7
inspired,233,7.15,(1.85),6.02,(2.67),6.67,(2.31),8
instruct,2854,5.64,(1.50),4.81,(1.94),6.03,(1.96),8
instrument,1728,6.68,(1.74),5.32,(2.48),5.71,(2.03),10
insult,817,2.29,(1.33),6.00,(2.46),3.62,(2.05),6
insurance,2855,5.09,(1.80),4.08,(2.24),5.33,(2.23),9
integrity,2856,6.53,(1.79),4.81,(2.02),5.97,(2.11),9
intellect,818,6.82,(1.96),4.75,(2.50),6.30,(1.98),9
intelligence,1729,7.93,(1.36),6.21,(2.04),6.25,(2.17),12
intelligent,2857,7.71,(1.37),5.81,(2.25),6.52,(2.31),11
intense,2858,5.44,(1.94),6.32,(2.18),5.72,(2.03),7
intent,1730,5.00,(1.41),4.73,(1.66),4.96,(1.71),6
intercourse,819,7.36,(1.57),7.00,(2.07),6.40,(1.78),11
interest,234,6.97,(1.54),5.66,(2.27),5.89,(1.78),8
interested,1731,6.58,(1.45),5.42,(2.37),5.95,(1.68),10
interesting,2859,6.55,(1.57),5.60,(2.07),5.59,(1.68),11
intimate,821,7.61,(1.51),6.98,(2.21),5.86,(2.29),8
intoxicated,1732,5.00,(2.54),6.19,(2.18),4.28,(2.40),11
introductory,2860,5.47,(1.51),4.36,(2.01),5.27,(1.31),12
intruder,822,2.77,(2.32),6.86,(2.41),4.00,(2.68),8
invade,1733,3.41,(1.66),6.00,(2.42),4.25,(2.68),6
invader,823,3.05,(2.01),5.50,(2.40),4.00,(2.60),7
invent,1734,6.73,(2.07),6.20,(2.04),6.47,(2.26),6
invest,824,5.93,(2.10),5.12,(2.42),5.88,(1.95),6
iron,565,4.90,(1.02),3.76,(2.06),5.10,(1.27),4
irony,1735,6.17,(1.67),4.66,(2.21),4.83,(1.79),5
irritate,235,3.11,(1.67),5.76,(2.15),5.03,(2.05),8
irritated,1736,2.23,(1.55),6.13,(2.24),4.37,(1.97),9
island,1737,7.59,(1.80),6.14,(2.18),6.21,(1.78),6
isolation,1738,2.17,(1.60),4.70,(2.67),2.60,(1.65),9
issue,1739,4.13,(1.57),5.40,(2.24),4.63,(1.87),5
itch,2861,3.46,(1.56),4.58,(2.03),4.59,(1.96),4
item,825,5.26,(0.86),3.24,(2.08),5.26,(1.67),4
ivy,1740,4.11,(1.71),5.11,(2.11),4.67,(1.84),3
jacket,2862,5.75,(1.66),3.50,(2.13),5.63,(1.85),6
jaguar,1741,6.62,(1.78),5.50,(2.27),4.79,(2.15),6
jail,236,1.95,(1.27),5.49,(2.67),3.81,(2.71),4
jar,1742,5.21,(0.56),3.75,(2.17),5.75,(1.48),3
jazz,2863,6.06,(1.73),4.70,(2.05),5.19,(1.42),4
jealous,1743,2.86,(1.73),6.48,(2.18),3.72,(2.30),7
jealousy,237,2.51,(1.83),6.36,(2.66),3.80,(2.41),8
jeans,1744,6.43,(1.77),4.74,(2.49),5.89,(1.67),5
jelly,238,5.66,(1.44),3.70,(2.29),4.53,(1.77),5
jellyfish,1745,4.76,(2.47),6.04,(2.20),4.29,(2.05),9
jeopardy,1746,6.45,(1.57),5.18,(2.45),4.93,(1.86),8
jerk,1747,2.86,(1.66),5.21,(2.25),4.64,(1.93),4
jet,1748,6.29,(1.70),5.89,(2.04),4.89,(2.01),3
jewel,239,7.00,(1.72),5.38,(2.54),5.59,(2.19),5
jewelry,2864,6.23,(1.60),4.69,(2.22),5.59,(1.68),7
job,1749,5.83,(2.15),5.20,(2.23),5.70,(1.82),3
joke,826,8.10,(1.36),6.74,(1.84),6.15,(1.86),4
jolly,827,7.41,(1.92),5.57,(2.80),6.39,(1.72),5
journal,828,5.14,(1.49),4.05,(1.96),5.26,(1.42),7
joy,240,8.60,(0.71),7.22,(2.13),6.28,(2.15),3
joyful,241,8.22,(1.22),5.98,(2.54),6.60,(1.80),6
judge,1750,4.53,(1.70),5.10,(2.02),3.67,(1.90),5
judgment,1751,4.41,(1.78),5.78,(1.91),4.38,(2.20),8
jug,829,5.24,(1.65),3.88,(2.15),5.05,(1.62),3
jugs,1752,5.65,(1.98),5.23,(2.41),5.00,(1.60),4
