WORD,WORD_LOWER,WORD_CLASS,EMO_MEAN,EMO_STD,AROUSAL_MEAN,AROUSAL_STD,IMAGE_MEAN,IMAGE_STD,LETTERS,PHONEMES,SYLLABLES,Ftot/1MIL,N,FN,HFN,FHFN,BIGmean(TOKEN),ACCENT
GEKICHER,gekicher,N,0,1.154700538,3.111111111,0.963381843,5.111111111,1.364225462,8,7,3,0.666666667,0,0,0,0,445481.4286,2
GELAUNT,gelaunt,A,0.1,0.32,2.555555556,0.783823376,1.89,0.6,7,6,2,1.166666667,0,0,0,0,210908.3333,2
GELD,geld,N,1.6,0.966091783,2.944444444,0.998364676,5.888888889,0.927960727,4,4,1,200.6666667,5,228.17,0,0,157769,1
GELDGIER,geldgier,N,-1.2,1.316561177,3.833333333,0.857492926,2.777777778,1.201850425,8,7,2,1,0,0,0,0,324341.4286,1
GELENK,gelenk,N,0.05,0.60480532,2.315789474,1.002919714,4.18181818,1.78982212,6,6,2,2,0,0,0,0,337700.2,2
GELIEBTE,geliebte,N,1.5,1.269295518,3.777777778,0.942809042,4.666666667,1.414213562,8,7,3,19.33333333,0,0,0,0,177929,2
GELINGEN,gelingen,V,1.676470588,1.036327672,2.578947368,1.346426937,2.269230769,1.401647382,8,7,3,194.6666667,1,43.83,0,0,390374.5714,2
GELTEN,gelten,V,0.294117647,0.9701425,2.052631579,0.911267994,1.730769231,1.115623317,6,6,2,317.8333333,2,89.83,0,0,361174,1
GEMEIN,gemein,A,-1.9,0.88,3.9,0.967906042,2.78,1.2,6,5,2,15.5,1,17,1,17,335277.6,2
GEMEINDE,gemeinde,N,0.441176471,1.521386458,2.055555556,0.802365783,4.076923077,1.764609349,8,7,3,85.16666667,0,0,0,0,419153.2857,2
GEMETZEL,gemetzel,N,-2.3,0.948683298,4.333333333,1.084652289,5.111111111,1.364225462,8,7,3,0.666666667,0,0,0,0,117553,2
GEMSE,gemse,N,0.7,1.03109548,1.857142857,0.853563957,4.86363636,1.83343172,5,5,2,0.5,0,0,0,0,169133,1
GEMÜSE,gemüse,N,1.32,1.21,1.82,0.91,5.36,1.47,6,6,3,15,0,0,0,0,224122.6667,2
GENERAL,general,N,-1.352941176,1.276414318,2.833333333,0.985184366,5.115384615,1.966253759,7,7,3,125,0,0,0,0,547406.8333,3
GENIAL,genial,A,2.4,0.7,3.5,1.147078669,2.11,0.93,6,6,3,10,0,0,0,0,325186.2,2
GENIE,genie,N,1.9,0.71818485,3.705882353,0.919558718,3.36363636,1.59001212,5,4,2,11.83333333,1,3.83,0,0,437280.25,2
GENIEßEN,genießen,V,2.323529412,0.726994153,2.133333333,1.27936766,4.692307692,1.643635745,8,7,3,41.66666667,2,2,0,0,402173.1429,2
GENOSSE,genosse,N,-0.794117647,1.451841292,2.761904762,1.091089451,3.884615385,2.160128201,7,6,3,255.3333333,0,0,0,0,299302.6667,2
GEREDE,gerede,N,-1.1,0.567646212,3.05,1.145931017,3.555555556,1.130388331,6,6,3,8.833333333,1,318,1,318,604334.6,2
GERICHT,gericht,N,-0.939393939,1.08798535,3.428571429,1.075705748,6.038461538,1.427747015,7,6,2,106.6666667,6,557.17,2,393.83,512871,2
GERUCH,geruch,N,0,0.942809042,2.684210526,1.056862841,2.777777778,1.986062548,6,5,2,16.83333333,1,9.17,0,0,535738,2
GESANG,gesang,N,1.85,1.18210339,2.05,1.050062655,3.18181818,1.81623272,6,5,2,11,0,0,0,0,192925.2,2
GESCHEHEN,geschehen,N,0.264705882,0.96322764,2.523809524,0.813575296,2.461538462,1.702486869,9,6,3,220.3333333,0,0,0,0,383205,2
GESCHENK,geschenk,N,2.3,0.674948558,3.470588235,1.124591429,5.888888889,1.166666667,8,6,2,29.5,0,0,0,0,396354.7143,2
GESCHICHTE,geschichte,N,0.764705882,1.280597009,2.714285714,1.27054544,3.769230769,1.607673905,10,7,3,272.5,0,0,0,0,331686.6667,2
GESCHREI,geschrei,N,-1.5,0.707106781,3.941176471,0.96634545,5,1.658312395,8,5,2,9.166666667,0,0,0,0,351266.4286,2
GESETZ,gesetz,N,-0.9,1.37266548,2.684210526,1.416279617,2.86363636,1.67034227,6,5,2,174.8333333,0,0,0,0,189211,2
GESICHT,gesicht,N,1,0.666666667,2.666666667,0.9701425,6,1.118033989,7,6,2,203,3,197.17,0,0,305024.6667,2
GESINDEL,gesindel,N,-1.4,0.699205899,3.111111111,1.078609611,3.777777778,1.394433378,8,8,3,1.166666667,0,0,0,0,374205.1429,2
GESPRÄCH,gespräch,N,1.441176471,1.020729878,2.666666667,0.907485213,5,1.720465053,8,7,2,293.8333333,0,0,0,0,270046.4,2
GESTALTEN,gestalten,V,1.411764706,0.856973075,2.133333333,1.04166092,4.115384615,1.773740073,9,9,3,54,0,100,0,0,286173.75,2
GESTALTUNG,gestaltung,N,1.147058824,0.957659804,2.476190476,1.167006753,3.192307692,1.357032963,10,9,3,34.16666667,0,0,0,0,178528.7778,2
GESTANK,gestank,N,-2.1,0.737864787,3.588235294,0.939336437,3.555555556,2.242270675,7,7,2,2.833333333,0,0,0,0,174584.6667,2
GESTE,geste,N,1.05,0.75915465,2.111111111,0.832352364,3.31818182,1.49240501,5,5,2,16,2,31.5,1,31,244720.75,1
GESTEHEN,gestehen,V,-0.058823529,1.253871011,3.142857143,1.352246808,3.115384615,1.681116845,8,7,3,35.33333333,1,354.83,1,354.83,333663.7143,2
GESUND,gesund,A,2.7,0.48,1.631578947,0.76088591,2.78,1.72,6,6,2,48.16666667,0,0,0,0,243075.6,2
GESUNDHEIT,gesundheit,N,1.970588235,1.242804602,2.233333333,1.194335289,3.346153846,1.440619525,10,9,3,32.83333333,0,0,0,0,253319.7778,2
GEWALT,gewalt,N,-2.7,0.57124057,4.380952381,0.669043382,3.5,1.73891044,6,6,2,125.6666667,1,37.83,0,0,118418.2,2
GEWEIH,geweih,N,0.09,1.41,2.62,1.32,6,1.27,6,4,2,0.5,1,0.83,1,0.83,235817,2
GEWICHT,gewicht,N,-0.970588235,1.266952778,3.333333333,1.425949976,4.423076923,1.858452624,7,6,2,46,3,354.17,2,309.67,271361.6667,2
GEWINN,gewinn,N,2.1,0.96790604,3.882352941,0.992619825,3.13636364,1.61231731,6,5,2,82.66666667,0,0,0,0,224313.6,2
GEWINNEN,gewinnen,V,1.676470588,1.14734445,3.210526316,1.397575177,4.807692308,1.959984301,8,7,3,291.6666667,2,16,0,0,334012,2
GEWISSEN,gewissen,N,0.7,1.059349905,3.315789474,1.335524515,2,1.118033989,8,7,3,31.33333333,0,0,0,0,289717.1429,2
GEWITTER,gewitter,N,0.6,1.264911064,3.631578947,1.065130473,6.777777778,0.440958552,8,7,3,12.33333333,0,0,0,0,350090.7143,2
GHETTO,ghetto,N,-1.7,0.823272602,4.05,0.998683344,5.888888889,1.054092553,6,4,2,1,0,0,0,0,73490.8,1
GIEBEL,giebel,N,0.2,0.61558701,2.157894737,0.898341552,4.40909091,1.73641916,6,5,2,1.166666667,0,0,0,0,175136.8,1
GIERIG,gierig,A,-1.5,0.71,3.947368421,0.779863536,4.33,0.87,6,5,2,3.166666667,2,2,0,0,399395.4,1
GIFT,gift,N,-2.5,0.707106781,4,0.9701425,4,1.414213562,4,4,1,9.666666667,1,6,0,0,23505.33333,1
GIFTGAS,giftgas,N,-3,0,4.222222222,1.003262651,3.777777778,2.166666667,7,7,2,1,0,0,0,0,26207.66667,1
GIGANT,gigant,N,0.35,1.46089374,3.789473684,0.976328005,3.81818182,1.86793402,6,6,2,2.833333333,0,0,0,0,100019,1
GIRAFFE,giraffe,N,1.36,1.29,2.82,1.22,6.18,1.4,7,6,3,3,0,0,0,0,50472.5,2
GIRLANDE,girlande,N,1.36,1.14,2.91,1.41,5.41,1.5,8,8,3,1.33,0,0,0,0,239485.8571,2
GITARRE,gitarre,N,1.91,1.19,3,1.38,6.09,1.11,7,6,3,2.67,0,0,0,0,108545.6667,2
GITTER,gitter,N,-0.7,0.674948558,2.619047619,0.973457265,6.333333333,0.866025404,6,5,2,5.666666667,2,36,2,36,404390.6,1
GLANZ,glanz,N,1.8,0.632455532,2.611111111,1.195033295,5.666666667,0.866025404,5,5,1,19.33333333,0,0,0,0,96817.75,1
GLAS,glas,N,0.64,0.95,1.77,0.81,5.55,1.53,4,4,1,71.5,1,23.5,0,0,56329.66667,1
GLAUBE,glaube,N,0.8,1.135292424,3.105263158,1.242521488,2.222222222,1.301708279,6,5,2,43.5,0,0,0,0,144439.2,1
GLAUBEN,glauben,V,1.088235294,1.621216286,2.631578947,1.300022492,4.038461538,1.907475174,7,6,2,492.3333333,1,1.17,0,0,292735.3333,1
GLOBUS,globus,N,0.86,1.32,2.32,1.25,5.86,1.39,6,6,2,3.67,0,0,0,0,33978.4,1
GLOCKE,glocke,N,0.64,1.33,2.41,1.01,5.68,1.55,6,5,2,0,2,0,0,0,36843.8,1
GLÜCK,glück,N,2.617647059,0.652022768,2.933333333,1.529780993,3.807692308,1.918733557,5,4,1,94.5,0,0,0,0,27434,1
GLUT,glut,N,0.5,0.707106781,3.052631579,1.223550581,6.222222222,0.971825316,4,4,1,3.333333333,2,57.17,2,57.17,37374.66667,1
GNADE,gnade,N,1,1.07605517,2.25,1.019545823,2,0.87287156,5,5,2,9.5,0,0,0,0,259241.25,1
GOLD,gold,N,1.4,0.699205899,2.5,0.985184366,6.333333333,1.322875656,4,4,1,47.66666667,4,216.67,1,200.67,32559,1
GOTT,gott,N,1.5,1.178511302,2.5,1.339446769,3.444444444,2.185812841,4,3,1,172.6666667,3,4.17,0,0,19534.66667,1
GRAB,grab,N,-2.3,0.823272602,3.777777778,1.308594017,6.111111111,0.78173596,4,4,1,43.66666667,9,297.17,2,214.17,90095,1
GRANATE,granate,N,-2.5,0.707106781,4.0625,1.181453907,5.888888889,1.536590743,7,7,3,2.166666667,0,0,0,0,134138.3333,2
GRANDIOS,grandios,A,2.2,0.63,3.444444444,1.199128224,2.89,1.9,8,8,3,5.833333333,0,0,0,0,119954,3
GRAS,gras,N,0.77,1.27,1.59,0.8,5.82,1.05,4,4,1,23.5,10,366.5,5,361.67,67281.33333,1
GRATIS,gratis,A,1.5,1.08,2.611111111,1.243282604,2.11,1.36,6,6,2,6,0,0,0,0,98276.2,1
GRAUSAM,grausam,A,-2.2,0.79,3.888888889,1.3234931,3.78,1.79,7,6,2,18.66666667,0,0,0,0,93673.83333,1
GREIFEN,greifen,V,0.088235294,0.99598123,2.133333333,1.07425462,4.730769231,1.866712454,7,6,2,103,1,0.5,0,0,336633.1667,1
GRENZE,grenze,N,-0.2,0.632455532,3,1.169795304,5.777777778,1.201850425,6,6,2,189.3333333,0,0,0,0,281969,1
GREUEL,greuel,N,-2.15,0.67082039,3.875,1.258305739,2.63636364,1.25529183,6,5,2,2.833333333,0,0,0,0,99826,1
GRINSEN,grinsen,V,0.9,0.99,3.210526316,1.272746259,5.89,0.78,7,7,2,10.66666667,0,0,0,0,358052.8333,1
GROßMACHT,großmacht,N,-1.852941176,1.234168913,3.714285714,0.956182887,4.538461538,1.771570359,9,8,2,32.33333333,0,0,0,0,141388.375,1
GRUBE,grube,N,-0.95,0.82557795,2.523809524,0.872871561,4.63636364,1.43246223,5,5,2,19.66666667,1,0,0,0,119982.25,1
GRUND,grund,N,0.5,1.022474716,2.315789474,1.249561327,1.730769231,1.002305036,5,5,1,437.3333333,0,0,0,0,202457,1
GRÜNDEN,gründen,V,0.970588235,0.797165209,2.315789474,1.002919714,2.269230769,1.185164708,7,7,2,61.66666667,1,8,0,0,583041.75,1
GRUNDLAGE,grundlage,N,0.558823529,1.020729878,2.238095238,0.768424486,2.038461538,1.455493572,9,9,3,119.6666667,0,0,0,0,161067,1
GRUNDSTÜCK,grundstück,N,0.764705882,1.12973109,2.033333333,1.033351872,5.730769231,1.537730596,10,9,2,33.16666667,0,48,0,0,151183.8571,1
GRÜNDUNG,gründung,N,0.705882353,0.905518829,2.473684211,1.263523339,2.653846154,1.695695909,8,7,2,46.66666667,0,0,0,0,196139.2,1
GRUPPE,gruppe,N,0.5,0.82717019,2.388888889,0.697802339,3.40909091,1.25959521,6,5,2,199.1666667,3,75.17,0,0,26969.4,1
GRUSELIG,gruselig,A,-1.5,1.43,3.736842105,0.991189256,4,1.32,8,8,3,0.666666667,0,0,0,0,133125.7143,1
GRUß,gruß,N,1.441176471,1.133275662,1.684210526,1.108183277,4.384615385,1.898987585,4,4,1,35.33333333,2,1756.67,1,1756.67,48055.75,1
GUMMI,gummi,N,0.45,0.75915465,2.333333333,0.766964989,4.86363636,1.55212464,5,4,2,5.333333333,0,0,0,0,56748.25,1
GURGEL,gurgel,N,-1.45,0.94451324,2.722222222,1.074055292,4.18181818,1.91824234,6,6,2,0.833333333,0,0,0,0,115190.2,1
GURKE,gurke,N,0.8,0.89442719,1.619047619,0.804747816,6.18181818,1.13960576,5,5,2,2.5,0,0,0,0,49399.25,1
GURT,gurt,N,0.5,1.19,1.95,0.9,5.23,1.69,4,4,1,2,1,0,0,0,55258,1
GÜRTEL,gürtel,N,-0.05,1.29,2.23,1.11,5.55,1.57,6,6,2,7,0,0,0,0,161839,1
GUTARTIG,gutartig,A,2,0.94,1.944444444,0.998364676,2.44,1.13,8,8,3,0.666666667,0,0,0,0,77181,1
GUTTUN,guttun,V,2,0.67,1.578947368,0.901590537,2.44,1.59,6,6,2,1.666666667,0,0,0,0,108594.8,1
HABGIER,habgier,N,-1.7,0.674948558,3.722222222,0.751903902,3.555555556,1.509230856,7,6,2,0.833333333,0,0,0,0,343764.6667,1
HAFEN,hafen,N,1.15,0.67082039,2,1.201850425,5.45454545,1.26217019,5,5,2,45.5,5,9970.33,1,9923.83,321040,1
HAFER,hafer,N,0.75,0.7163504,1.473684211,0.772328446,4.72727273,1.90692518,5,5,2,18.83333333,3,51,1,45.5,434375.75,1
HAFTUNG,haftung,N,-0.9,0.316227766,2.842105263,1.42451387,1.888888889,0.78173596,7,6,2,7.833333333,1,105,1,105,140214,1
HAGEL,hagel,N,-1.1,0.96790604,3,1.236693885,5.18181818,1.40191582,5,5,2,1.833333333,5,41.17,4,41.17,167326.25,1
HAHN,hahn,N,0.41,1.22,2.23,1.11,6.14,1.25,4,3,1,13.67,8,126.5,2,100.83,77466.33333,1
HAI,hai,N,-0.5,0.971825316,3.333333333,1.197219,6.666666667,0.5,3,2,1,1.666666667,5,477.67,4,476.83,74381,1
HALBTOT,halbtot,A,-2,0.82,2.789473684,1.43677677,3.89,1.05,7,7,2,0.5,1,1,1,1,60626.5,1
HALLE,halle,N,0.2,0.7677719,2.055555556,0.802365783,4.86363636,1.4895015,5,4,2,37.16666667,7,81.5,0,0,148927,1
HALUNKE,halunke,N,-1.4,0.699205899,3.5,0.857492926,4.666666667,1.322875656,7,7,3,1.833333333,0,0,0,0,136198.6667,2
HAMMER,hammer,N,-0.32,1.36,3,1.2,6.09,1.11,6,5,2,12.33,4,54.17,1,43.5,371749.6,1
HAMSTER,hamster,N,0.86,1.36,2.41,1.22,5.77,1.66,7,7,2,0.5,0,0,0,0,362341.1667,1
HAND,hand,N,1.205882353,1.122211339,1.777777778,0.732084498,6.884615385,0.325812594,4,4,1,471.6666667,10,1262.17,1,843.83,234055,1
HANDIKAP,handikap,N,-1.3,1.059349905,3.111111111,0.90025414,3.555555556,1.666666667,8,8,3,1.666666667,1,0.17,0,0,120804,1
HANF,hanf,N,-0.3,1.251665557,2.333333333,0.84016805,5.444444444,1.666666667,4,4,1,0.833333333,3,624,3,624,134280,1
HÄNGEN,hängen,V,-0.823529412,1.086294459,2.526315789,1.172292202,4.5,2.04450483,6,5,2,141.6666667,2,28.5,0,0,512272.6667,1
HANTEL,hantel,N,-0.27,1.28,2.5,1.06,5.82,1.22,6,6,2,0.67,3,143,2,143,180915.2,1
HARFE,harfe,N,1.45,1.31689427,1.5,0.76088591,5.77272727,1.15188534,5,5,2,0.833333333,1,1.5,1,1.5,84816.5,1
HARMONIE,harmonie,N,2.5,0.707106781,1.764705882,1.200490096,3.444444444,1.130388331,8,7,3,9.5,0,0,0,0,118094.2857,3
HASE,hase,N,1.64,1.36,2.82,1.4,6.18,1.1,4,4,2,12,9,76,2,58.17,172721,1
HASSEN,hassen,V,-2.5,0.71,4.444444444,0.783823376,3.67,1.73,6,5,2,15.16666667,9,6642,5,5577,325453.2,1
HAUBE,haube,N,-0.1,1.02083557,2.157894737,1.014514547,4.13636364,1.35560405,5,4,2,2.666666667,2,15.33,1,12.67,187295,1
HAUS,haus,N,1.264705882,0.931236504,1.833333333,1.043185168,6.807692308,0.401918476,4,3,1,333.3333333,9,261.5,0,0,153317,1
HAUSFRAU,hausfrau,N,0,1.247219129,2.277777778,1.074055292,5.888888889,0.78173596,8,6,2,27.66666667,0,0,0,0,120303.8571,1
HAUSHALT,haushalt,N,-0.1,0.994428926,2.0625,0.771902412,5,1.322875656,8,7,2,40.33333333,0,0,0,0,116778.7143,1
HAUSTIER,haustier,N,1.2,0.918936583,2.222222222,0.878203752,5.777777778,1.394433378,8,6,2,1.666666667,0,0,0,0,367999.1429,1
HEBEL,hebel,N,0.35,0.58714295,2.25,0.966545667,4.54545455,1.84461308,5,5,2,14.5,4,140.5,2,137.5,197712.75,1
HEBEN,heben,V,0,0.738548946,2.142857143,0.963624112,4.153846154,1.911906016,5,5,2,114.1666667,12,13242.5,5,13210.67,420493.5,1
HEFE,hefe,N,0.32,0.72,1.82,0.73,4.36,1.97,4,4,2,0.83,3,29.33,2,29.33,105550.3333,1
HEHLEREI,hehlerei,N,-1.4,0.699205899,3.444444444,1.096637761,3,1.936491673,8,6,3,0.833333333,0,0,0,0,413181.5714,3
HEIDE,heide,N,1,1.3764944,1.611111111,0.697802339,4.45454545,1.87025012,5,4,2,18.33333333,4,807.5,1,782.5,453362,1
HEILFROH,heilfroh,A,2.2,0.79,2.277777778,1.017815166,2.78,1.79,8,6,2,0.833333333,0,0,0,0,146145.4286,1
HEILUNG,heilung,N,2.6,0.516397779,2.352941176,1.271867548,3.222222222,1.394433378,7,5,2,8.333333333,3,28.33,2,28.33,251765.8333,1
HEIMAT,heimat,N,1.7,0.86450473,1.8125,0.83416625,3.95454545,1.8892496,6,5,2,62.83333333,1,14,0,0,205833.4,1
HEIMKEHR,heimkehr,N,1.2,0.918936583,2.722222222,0.95828005,4.111111111,0.927960727,8,6,2,10,0,0,0,0,165195.5714,1
HEIRAT,heirat,N,1.05,1.66938375,3.277777778,1.178511302,4.77272727,1.68838661,6,5,2,14,2,70.5,1,62.83,216154.2,1
HEIRATEN,heiraten,V,1.382352941,1.348730175,3.789473684,1.315672509,6.076923077,1.572846513,8,7,3,66.33333333,0,0,0,0,340604.2857,1
HEIßEN,heißen,V,0.617647059,0.817042185,2.142857143,0.792824967,1.923076923,1.262476199,6,5,2,510.1666667,5,169.67,0,0,383893.8,1
HEITER,heiter,A,1.8,0.42,2.65,1.268027893,4.67,1.32,6,5,2,42.83333333,7,2498,5,1534,564033.2,1
HEIZUNG,heizung,N,1.14,1.25,1.82,1.05,5.14,1.75,7,5,2,10.33,2,9.33,0,0,256768.1667,1
HELD,held,N,2.1,0.875595036,3.5,0.923548145,4.888888889,0.78173596,4,4,1,43.33333333,8,406.83,3,357.83,128285,1
HELFEN,helfen,V,2,0.887625365,3.095238095,1.04425868,4.769230769,1.632364967,6,6,2,204.1666667,1,22.33,0,0,295534.4,1
HELFER,helfer,N,1.9,1.07115285,2.421052632,1.017392608,3.40909091,1.46901622,6,6,2,22.33333333,2,205,1,204.17,386203,1
HEMD,hemd,N,0.68,0.99,1.95,0.95,6.18,0.91,4,4,1,25,2,60.67,1,43.33,87613.66667,1
HEMMNIS,hemmnis,N,-1.7,0.823272602,3,0.766964989,2.555555556,1.236033081,7,6,2,3.666666667,0,0,0,0,96387.16667,1
HENKER,henker,N,-2.35,0.67082039,4.235294118,1.147247345,4.77272727,1.71635878,6,6,2,4.666666667,5,14,1,7,568596.4,1
HENNE,henne,N,0.25,0.96654567,2.058823529,0.826936231,5.36363636,1.49747262,5,4,2,6,4,4.33,0,0,386156.5,1
HERBST,herbst,N,1.1,0.737864787,1.65,0.670820393,5.777777778,0.971825316,6,6,1,52.16666667,0,0,0,0,396119.2,1
HERD,herd,N,0.91,0.87,2.64,1.18,5.73,1.39,4,4,1,17.33,5,920.33,4,910.5,601768.6667,1
HERDE,herde,N,0.35,1.03998988,2.388888889,1.092158623,3.95454545,1.52681657,5,5,2,9.833333333,3,32.17,2,30,685436,1
HERING,hering,N,-0.05,1.09904265,2.157894737,0.898341552,5.18181818,1.84226475,6,5,2,7.166666667,1,154.83,1,154.83,513642.4,1
HEROISCH,heroisch,A,0.7,1.7,2.894736842,1.448935887,3.78,1.09,8,6,3,4.333333333,1,10,1,10,415746.8571,2
HERR,herr,N,-0.294117647,1.605471927,2.555555556,0.983524408,5.153846154,1.515052677,4,3,1,692,4,195.5,0,0,577496.3333,1
HERRSCHAFT,herrschaft,N,-1.941176471,1.042757895,3.157894737,1.302269724,3.923076923,1.874525581,10,7,2,60.33333333,0,0,0,0,336383.3333,1
HERRSCHEN,herrschen,V,-1.911764706,1.083419029,3.285714286,1.049061057,4,1.720465053,9,6,2,68.16666667,0,49,0,0,508054,1
HERSTELLEN,herstellen,V,0.676470588,0.726994153,2.052631579,1.078769062,3.538461538,1.475961225,10,9,3,73.33333333,0,104,0,0,416493.7778,1
HERZ,herz,N,2.3,1.059349905,3.277777778,1.363626461,6.444444444,0.881917104,4,4,1,150.1666667,5,733.83,1,692,577730.6667,1
HERZLOS,herzlos,A,-2.5,0.53,2.263157895,1.284181766,3.78,1.86,7,7,2,0.833333333,0,0,0,0,296028.5,1
HETZEN,hetzen,V,-1.4,0.52,3.947368421,0.970319776,5,1.58,6,5,2,9.166666667,11,2284,3,2208,292179.8,1
HETZER,hetzer,N,-1.95,0.99868334,3.833333333,0.785905248,2.95454545,2.10390278,6,5,2,0.666666667,5,17.5,4,17.5,382848.4,1
HEUCHELN,heucheln,V,-1.9,0.74,3.888888889,0.832352364,3.44,1.81,8,6,2,2.333333333,1,1,0,0,211851.5714,1
HEULEN,heulen,V,-1.7,0.82,3.85,1.089422831,5.33,1.41,6,5,2,7.166666667,4,74,1,70,300009,1
HEXE,hexe,N,-0.7,0.823272602,3.142857143,1.152636729,6.777777778,0.440958552,4,5,2,6,3,1.17,0,0,76041,1
HILFE,hilfe,N,1.3,1.12857619,3,1.169795304,3.13636364,1.64158618,5,5,2,214.8333333,0,0,0,0,44046.75,1
HILFLOS,hilflos,A,-1.8,0.92,4,0.766964989,3.33,1.58,7,7,2,15,0,0,0,0,26293,1
HIMBEERE,himbeere,N,1.95,0.9,2.5,1.3,6.36,1.05,8,7,3,2.5,0,0,0,0,310878.5714,1
HIMMEL,himmel,N,2.25,0.91046547,1.65,0.988086934,5.81818182,1.50036071,6,5,2,80.66666667,3,3,0,0,78780.6,1
HINWEIS,hinweis,N,0.5,0.849836586,2.470588235,1.124591429,2.555555556,0.881917104,7,6,2,78,0,0,0,0,266243.3333,1
HIRSCH,hirsch,N,0.68,1.49,2.86,1.13,6.09,0.87,6,4,1,8,3,2.33,0,0,233536.8,1
HIRSE,hirse,N,0.4,0.94032469,1.611111111,0.849836586,4.22727273,1.87545088,5,5,2,1.333333333,1,2.83,1,2.83,123352.25,1
HIRTE,hirte,N,0.85,1.13670808,2.210526316,1.031662486,5.22727273,1.19250909,5,5,2,2.833333333,2,19.33,1,18,108900.75,1
HITZE,hitze,N,-0.75,1.48235233,3.789473684,0.787326515,3.86363636,2.03060991,5,4,2,16.5,3,2,0,0,95018.5,1
HOBBY,hobby,N,2.2,0.632455532,2.875,0.957427108,3.444444444,1.130388331,5,4,2,6.833333333,1,0.67,0,0,11425,1
HOBEL,hobel,N,0.3,0.65694669,2.117647059,0.857492926,4.13636364,1.75378379,5,5,2,1.666666667,4,137,3,136.67,138378.25,1
HOCHMUT,hochmut,N,-1.4,0.516397779,3.277777778,1.017815166,3.333333333,1.870828693,7,6,2,3.166666667,0,0,0,0,155025.5,1
HOCHSCHULE,hochschule,N,0.794117647,1.066839335,3.380952381,1.160869953,5.307692308,1.619116568,10,7,3,78.83333333,0,0,0,0,227665.5556,1
HOCHZEIT,hochzeit,N,1,1.333333333,3.5,1.098126747,6.222222222,0.833333333,8,6,2,19,0,0,0,0,249932.7143,1
HOCKER,hocker,N,0.14,0.71,1.95,0.95,5.36,1.5,6,5,2,0,5,13,1,13,330094,1
HOFFEN,hoffen,V,1.647058824,1.228015224,2.392857143,1.100144291,2.961538462,1.799572599,6,5,2,111.3333333,1,0.83,0,0,234484.4,1
HOFFNUNG,hoffnung,N,2.2,1.135292424,2.611111111,1.334558261,2,1.224744871,8,6,2,100,0,0,0,0,99153.85714,1
HÖHE,höhe,N,0.5,1.398050591,3.263157895,1.284181766,5.076923077,1.764609349,4,3,2,165,0,0,0,0,223222,1
HÖHEPUNKT,höhepunkt,N,1.735294118,1.136417111,4.095238095,1.091089451,4.538461538,1.94382652,9,8,3,39,0,0,0,0,115141.3333,1
HOLEN,holen,V,0.176470588,0.796605991,2,1,2.730769231,1.563526586,5,5,2,119.3333333,1,0,0,0,326815.25,1
HONIG,honig,N,1.8,0.7677719,1.5625,0.81394103,5.68181818,1.39339816,5,5,2,8,1,0,0,0,97609.5,1
HORDE,horde,N,-1.2,0.83350875,3.2,1.056309365,3.54545455,1.73828796,5,5,2,2.166666667,3,21.5,2,21.5,291065,1
HORMON,hormon,N,0.15,0.87509398,3.25,0.856348839,2.27272727,1.31590339,6,6,2,2.666666667,0,0,0,0,62805.8,2
HORNISSE,hornisse,N,-1.86,0.99,3.73,1.12,5.32,1.43,8,7,3,0.67,0,0,0,0,120639.8571,2
HOROSKOP,horoskop,N,-0.1,1.449137675,2.888888889,1.231397527,3.666666667,1.732050808,8,8,3,2.833333333,0,0,0,0,37632.85714,3
HORROR,horror,N,-2.15,0.8127277,4.388888889,0.777544316,3.63636364,1.83991342,6,5,2,0.5,0,0,0,0,62027.6,1
HOSE,hose,N,0.77,1.15,2,1.11,5.55,1.68,4,4,2,23,5,34.5,0,0,123690.3333,1
HOTEL,hotel,N,1.15,0.98808693,2.5,1.098126747,5.54545455,1.18431305,5,5,2,116.6666667,2,3,0,0,114909.5,2
HUHN,huhn,N,-0.09,1.2,2.43,1.08,5.91,1.44,4,3,1,13.5,2,16.17,1,13.67,21219.33333,1
HUMAN,human,A,1.9,0.74,2.05,0.944513241,2.67,1,5,5,2,4.5,0,0,0,0,95436,2
HUMMER,hummer,N,-0.09,1.54,2.55,1.41,5.5,1.34,6,5,2,3.17,4,68.67,3,68.67,346403,1
HUMOR,humor,N,2.15,0.74515982,3.8125,0.655108134,3.09090909,1.77036695,5,5,2,12,2,3.67,0,0,46894,2
HUMORLOS,humorlos,A,-2.1,0.74,2.263157895,1.557851272,3.33,1.5,8,8,3,1.166666667,0,0,0,0,37166,2
HUNGER,hunger,N,-0.6,1.56944509,3.631578947,1.164785451,3.40909091,1.65210085,6,5,2,17,1,1.33,0,0,479484.6,1
HUPE,hupe,N,-0.82,1.22,3.45,0.91,4.5,1.65,4,4,2,2.67,3,7.17,1,5.5,15482.33333,1
HURE,hure,N,-1.3,1.494434118,3.777777778,1.060274967,6,1.118033989,4,4,2,1.666666667,2,2.83,1,2.67,107206.6667,1
HYPNOSE,hypnose,N,0,1.054092553,3.166666667,1.248528546,3.777777778,1.394433378,7,7,3,0.833333333,0,0,0,0,62983.66667,2
HYPOTHEK,hypothek,N,-1.6,0.843274043,3.055555556,1.258954852,1.777777778,0.833333333,8,7,3,15.66666667,0,0,0,0,42235.71429,3
IDEELL,ideell,A,1.2,0.79,2.473684211,1.020262551,2,0.87,6,5,3,4.666666667,0,0,0,0,247564.2,3
